Radio Mobile Labels
0,50.77,6.1,Aachen,0,-1
0,5.1,7.35,Aba,0,-1
0,-1.75,-48.9,Abaeteluba,0,-1
0,43.96,116.14,Abagnar,0,-1
0,53.72,91.42,Abakan,0,-1
0,7.17,3.43,Abeokuta,0,-1
0,57.15,-2.08,Aberdeen,0,-1
0,5.33,-4.03,Abidjan,0,-1
0,35.87,140,Abiko,0,-1
0,32.37,-99.67,Abilene,0,-1
0,30.12,74.28,Abohar,0,-1
0,24.47,54.42,Abu Dhabi,0,-1
0,9.12,7.45,Abuja,0,-1
0,16.85,-99.9,Acapulco,0,-1
0,9.58,-69.2,Acarigua-Araure,0,-1
0,5.56,-0.2,Accra,0,-1
0,56.33,90.55,Achinsk,0,-1
0,51.81,-176.68,Adak,0,-1
0,-25.07,-130.08,Adamstown,0,-1
0,37,35.32,Adana,0,-1
0,40.75,30.38,Adapazari,0,-1
0,9.02,38.75,Addis Ababa,0,-1
0,-34.93,138.6,Adelaide,0,-1
0,12.81,45.03,Aden,0,-1
0,33.37,44.38,Adhamiyah,0,-1
0,37.77,38.28,Adiyaman,0,-1
0,7.67,5.27,Ado-Ekiti,0,-1
0,15.63,77.27,Adoni,0,-1
0,38.75,30.55,Afyon,0,-1
0,30.5,-9.67,Agadir,0,-1
0,13.47,144.75,Agana,0,-1
0,23.83,91.27,Agartala,0,-1
0,42.06,-72.6,Agawam,0,-1
0,44.2,0.63,Agen,0,-1
0,35.97,139.6,Ageo,0,-1
0,27.18,78.02,Agra,0,-1
0,18.45,-67.13,Aguadilla,0,-1
0,21.85,-102.3,Aguascalientes,0,-1
0,23.03,72.61,Ahmadabad,0,-1
0,19.12,74.77,Ahmednagar,0,-1
0,31.28,48.72,Ahwaz,0,-1
0,50.21,127.44,Aihui,0,-1
0,43.52,5.45,Aix-En-Provence,0,-1
0,23.72,92.62,Aizawl,0,-1
0,37.5,139.97,Aizuwakamatsu,0,-1
0,41.92,8.73,Ajaccio,0,-1
0,26.44,74.64,Ajmer,0,-1
0,-43.8,172.95,Akaroa,0,-1
0,34.65,135,Akashi,0,-1
0,35.68,139.38,Akishima,0,-1
0,39.71,140.12,Akita,0,-1
0,51.17,71.47,Akmola,0,-1
0,20.73,77,Akola,0,-1
0,41.07,-81.51,Akron,0,-1
0,41.14,80.25,Aksu,0,-1
0,50.27,73.05,Aktau,0,-1
0,50.28,57.17,Aktjubinsk,0,-1
0,20.14,92.91,Akyab,0,-1
0,-12.15,-38.35,Alagoinhas,0,-1
0,24.18,55.75,Al-Ain,0,-1
0,10.17,-84.22,Alajuela,0,-1
0,32.89,-105.93,Alamagordo,0,-1
0,39,-1.87,Albacete,0,-1
0,42.64,-73.75,Albany (N.Y.),0,-1
0,-44.68,169.2,Albert Town,0,-1
0,43.92,2.15,Albi,0,-1
0,57.02,9.95,Alborg,0,-1
0,35.09,-106.67,Albuquerque,0,-1
0,-44.23,170.87,Albury,0,-1
0,40.47,-3.37,Alcala De Henares,0,-1
0,48.5,38.78,Alchevsk,0,-1
0,40.35,-3.83,Alcorcon,0,-1
0,48.43,0.08,Alencon,0,-1
0,36.23,37.17,Aleppo,0,-1
0,62.53,6.13,Alesund,0,-1
0,-26.12,28.1,Alexandra,0,-1
0,31.22,29.92,Alexandria,0,-1
0,38.79,-77.04,Alexandria (Va.),0,-1
0,36.13,-5.45,Algeciras,0,-1
0,36.75,3.05,Alger,0,-1
0,38.35,-0.48,Alicante,0,-1
0,-23.77,133.94,Alicesprings,0,-1
0,25.97,76.08,Aligarh,0,-1
0,28.03,78.29,Aligarh,0,-1
0,26.45,89.52,Alipurduar,0,-1
0,37.03,41.23,Al-Kamishli,0,-1
0,25.44,81.85,Allahabad,0,-1
0,40.6,-75.5,Allentown,0,-1
0,9.48,76.32,Alleppey,0,-1
0,44.92,8.62,Allessandria,0,-1
0,48.543,-71.659,Alma,0,-1
0,40.83,69.67,Almalyk,0,-1
0,43.32,76.92,Almaty,0,-1
0,52.37,5.15,Almere,0,-1
0,36.83,-2.43,Almeria,0,-1
0,54.83,52.37,Almetievsk,0,-1
0,6.11,100.37,Alor Setar,0,-1
0,35.93,39.02,Al-Rakka,0,-1
0,-3.22,-52.25,Altamira,0,-1
0,47.86,88.12,Altay,0,-1
0,40.68,-78.4,Altoona,0,-1
0,-20.72,-42.15,Alvorada,0,-1
0,27.53,76.58,Alwar,0,-1
0,38.75,-9.23,Amadora,0,-1
0,34.7,135.38,Amagasaki,0,-1
0,31.85,47.17,Amara,0,-1
0,35.21,-101.84,Amarillo,0,-1
0,30.32,76.82,Ambala,0,-1
0,-1.3,-78.65,Ambato,0,-1
0,53.05,-1.4,Amber Valley,0,-1
0,-3.72,128.2,Ambon,0,-1
0,-22.73,-47.32,Americana,0,-1
0,52.15,5.38,Amersfoort,0,-1
0,45.81,-64.21,Amherst,0,-1
0,49.89,2.29,Amiens,0,-1
0,31.94,35.94,Amman,0,-1
0,36.43,52.4,Amol,0,-1
0,48.466,-67.438,Amqui,0,-1
0,20.93,77.75,Amravati,0,-1
0,31.58,74.89,Amritsar,0,-1
0,28.9,78.48,Amroha,0,-1
0,52.36,4.88,Amsterdam,0,-1
0,33.83,-117.93,Anaheim,0,-1
0,22.58,73.02,Anand,0,-1
0,14.7,77.08,Anantapur,0,-1
0,-16.32,-48.97,Anapolis,0,-1
0,61.18,-149.84,Anchorage,0,-1
0,43.58,13.48,Ancona,0,-1
0,46.4,125.32,Anda,0,-1
0,40.83,72.33,Andizhan,0,-1
0,36.62,128.73,Andong,0,-1
0,42.5,1.5,Andorra La Vella,0,-1
0,52.52,103.92,Angarsk,0,-1
0,15.15,120.55,Angeles,0,-1
0,47.48,-0.53,Angers,0,-1
0,45.65,0.16,Angouleme,0,-1
0,41.17,70.17,Angren,0,-1
0,34.93,137.08,Anjo,0,-1
0,32.61,109.05,Ankang,0,-1
0,39.92,32.87,Ankara,0,-1
0,31.27,113.67,Anlu,0,-1
0,42.3,-83.72,Ann Arbor,0,-1
0,36.92,7.77,Annaba,0,-1
0,38.97,-76.48,Annapolis,0,-1
0,45.92,6.12,Annecy,0,-1
0,30.53,116.99,Anqing,0,-1
0,37.35,126.87,Ansan,0,-1
0,41.13,122.99,Anshan,0,-1
0,26.25,105.97,Anshun,0,-1
0,36.23,36.12,Antakya,0,-1
0,36.88,30.7,Antalya,0,-1
0,-15.92,47.54,Antananarivo,0,-1
0,-23.7,-70.34,Antofagasta,0,-1
0,51.22,4.42,Antwerpen (Anvers),0,-1
0,40.5,96,Anxi,0,-1
0,36.01,114.42,Anyang,0,-1
0,56.17,86.02,Anzhero-Sudzhensk,0,-1
0,40.81,140.75,Aomori,0,-1
0,18.36,121.66,Aparri,0,-1
0,52.22,5.95,Apeldoorn,0,-1
0,-13.93,-171.75,Apia,0,-1
0,13.8,-89.18,Apopa,0,-1
0,-10.9,-37.12,Aracaju,0,-1
0,-21.2,-50.4,Aracatuba,0,-1
0,46.17,21.32,Arad,0,-1
0,-7.2,-48.2,Araguaina,0,-1
0,34.08,49.7,Arak,0,-1
0,-9.75,-36.67,Arapiraca,0,-1
0,-21.75,-48.13,Araraquara,0,-1
0,64.59,40.68,Archangel,0,-1
0,12.93,79.37,Arcot,0,-1
0,38.25,48.3,Ardabil,0,-1
0,18.43,-66.73,Arecibo,0,-1
0,-16.42,-71.53,Arequipa,0,-1
0,56.17,10.22,Arhus,0,-1
0,-18.5,-70.28,Arica,0,-1
0,64.67,41,Arkhangelsk,0,-1
0,32.73,-97.08,Arlington (Tx.),0,-1
0,38.9,-77.1,Arlington (Va.),0,-1
0,45,41.13,Armavir,0,-1
0,4.53,-75.67,Armenia,0,-1
0,52,5.88,Arnhem,0,-1
0,25.57,84.67,Arrah,0,-1
0,-44.95,168.83,Arrowtown,0,-1
0,61.21,-48.17,Arsuk,0,-1
0,-42.95,171.57,Arthur'S Pass,0,-1
