Radio Mobile para Windows
Versión 11.6
** Datos del sitio izquierdo **
 Nombre
 Altura de antena (m)
** Datos del sitio de la derecha **
 Nombre
 Altura de antena (m)
** Datos de enlace **
 Frecuencia (GHz)
 Factor de curvatura de la tierra
** Perfil de trayectoria **
 Registros: Distancia(km) Altitud(m) Color(0-15) Altura(m) PérdidaEnlace(dB) [ Latitud(°) Longitud(°) Xmap Ymap AltitudHazRadio(m) Despeje(m) PrimerFresnel(m) Razón ]
Start
Antena_Aeropuerto_Ba
15,000
Antena_volcano_sierr
15,000
5,800000
1,333316759
0000,0000	0060,3	15	0	000.0	-00,441900	-090,265457	0761,7	0802,0	0075,3	0015,0
0000,0509	0058,8	15	0	000.0	-00,442098	-090,265870	0761,6	0801,9	0075,4	0016,6	0001,6	0010,25
0000,1018	0057,7	15	0	000.0	-00,442295	-090,266282	0761,4	0801,8	0075,5	0017,8	0002,3	0007,77
0000,1527	0056,8	15	0	000.0	-00,442493	-090,266695	0761,3	0801,8	0075,6	0018,8	0002,8	0006,70
0000,2037	0056,1	15	0	000.0	-00,442690	-090,267107	0761,1	0801,7	0075,7	0019,6	0003,2	0006,06
0000,2546	0055,7	15	0	000.0	-00,442888	-090,267520	0761,0	0801,6	0075,8	0020,1	0003,6	0005,56
0000,3055	0055,7	15	0	000.0	-00,443085	-090,267932	0760,8	0801,5	0075,9	0020,2	0004,0	0005,10
0000,3564	0055,5	15	0	000.0	-00,443283	-090,268345	0760,7	0801,5	0076,0	0020,5	0004,3	0004,79
0000,4073	0055,2	15	0	000.0	-00,443481	-090,268757	0760,5	0801,4	0076,1	0020,9	0004,6	0004,57
0000,4582	0054,9	15	0	000.0	-00,443678	-090,269170	0760,4	0801,3	0076,2	0021,3	0004,9	0004,40
0000,5092	0054,4	15	0	000.0	-00,443876	-090,269582	0760,2	0801,3	0076,3	0021,9	0005,1	0004,29
0000,5601	0053,7	15	0	000.0	-00,444073	-090,269995	0760,1	0801,2	0076,4	0022,7	0005,4	0004,24
