Radio Mobile para Windows
Versión 11.6
** Datos del sitio izquierdo **
 Nombre
 Altura de antena (m)
** Datos del sitio de la derecha **
 Nombre
 Altura de antena (m)
** Datos de enlace **
 Frecuencia (GHz)
 Factor de curvatura de la tierra
** Perfil de trayectoria **
 Registros: Distancia(km) Altitud(m) Color(0-15) Altura(m) PérdidaEnlace(dB) [ Latitud(°) Longitud(°) Xmap Ymap AltitudHazRadio(m) Despeje(m) PrimerFresnel(m) Razón ]
Start
Antena_Cerro_Crocker
24,000
Antena_puerto_Villam
24,000
2,444500
1,333316759
0000,0000	0857,6	15	0	000.0	-00,642556	-090,325829	0741,5	0703,7	0881,6	0024,0
0000,0395	0822,8	15	0	000.0	-00,642709	-090,326149	0741,3	0703,7	0881,0	0058,2	0002,2	0026,46
0000,0791	0821,9	15	0	000.0	-00,642862	-090,326469	0741,2	0703,6	0880,4	0058,5	0003,1	0018,81
0000,1186	0821,0	15	0	000.0	-00,643015	-090,326790	0741,1	0703,6	0879,8	0058,8	0003,8	0015,44
0000,1581	0819,7	15	0	000.0	-00,643168	-090,327110	0741,0	0703,5	0879,2	0059,5	0004,4	0013,53
0000,1977	0815,5	15	0	000.0	-00,643321	-090,327431	0740,9	0703,5	0878,6	0063,1	0004,9	0012,84
0000,2372	0812,0	15	0	000.0	-00,643475	-090,327751	0740,7	0703,4	0878,0	0066,0	0005,4	0012,26
0000,2768	0809,0	15	0	000.0	-00,643628	-090,328072	0740,6	0703,3	0877,4	0068,4	0005,8	0011,76
0000,3163	0806,7	15	0	000.0	-00,643781	-090,328392	0740,5	0703,3	0876,7	0070,0	0006,2	0011,28
0000,3558	0805,1	15	0	000.0	-00,643934	-090,328713	0740,4	0703,2	0876,1	0071,0	0006,6	0010,79
0000,3954	0804,0	15	0	000.0	-00,644087	-090,329033	0740,3	0703,2	0875,5	0071,5	0006,9	0010,31
0000,4349	0803,5	15	0	000.0	-00,644241	-090,329353	0740,2	0703,1	0874,9	0071,4	0007,3	0009,82
0000,4744	0803,7	15	0	000.0	-00,644394	-090,329674	0740,0	0703,1	0874,3	0070,6	0007,6	0009,29
0000,5140	0802,5	15	0	000.0	-00,644547	-090,329994	0739,9	0703,0	0873,7	0071,2	0007,9	0009,01
0000,5535	0798,8	15	0	000.0	-00,644700	-090,330315	0739,8	0702,9	0873,1	0074,3	0008,2	0009,06
0000,5930	0795,1	15	0	000.0	-00,644853	-090,330635	0739,7	0702,9	0872,5	0077,4	0008,5	0009,12
0000,6326	0791,2	15	0	000.0	-00,645006	-090,330956	0739,6	0702,8	0871,9	0080,7	0008,8	0009,21
0000,6721	0787,2	15	0	000.0	-00,645160	-090,331276	0739,4	0702,8	0871,3	0084,1	0009,0	0009,31
0000,7116	0783,2	15	0	000.0	-00,645313	-090,331597	0739,3	0702,7	0870,7	0087,5	0009,3	0009,42
