Radio Mobile para Windows
Versión 11.6
** Datos del sitio izquierdo **
 Nombre
 Altura de antena (m)
** Datos del sitio de la derecha **
 Nombre
 Altura de antena (m)
** Datos de enlace **
 Frecuencia (GHz)
 Factor de curvatura de la tierra
** Perfil de trayectoria **
 Registros: Distancia(km) Altitud(m) Color(0-15) Altura(m) PérdidaEnlace(dB) [ Latitud(°) Longitud(°) Xmap Ymap AltitudHazRadio(m) Despeje(m) PrimerFresnel(m) Razón ]
Start
Antena_Cerro_Croker
15,000
Antena_puerto_Villam
15,000
2,444500
1,333316759
0000,0000	0823,3	15	0	000.0	-00,642556	-090,325829	0492,3	0537,8	0838,3	0015,0
0000,0395	0808,8	15	0	000.0	-00,642709	-090,326149	0492,2	0537,8	0837,7	0028,9	0002,2	0013,14
0000,0791	0812,3	15	0	000.0	-00,642862	-090,326469	0492,1	0537,7	0837,1	0024,8	0003,1	0007,98
0000,1186	0814,0	15	0	000.0	-00,643015	-090,326790	0492,0	0537,6	0836,5	0022,5	0003,8	0005,92
0000,1581	0812,8	15	0	000.0	-00,643168	-090,327110	0491,8	0537,6	0835,9	0023,1	0004,4	0005,26
0000,1977	0811,7	15	0	000.0	-00,643321	-090,327431	0491,7	0537,5	0835,4	0023,7	0004,9	0004,81
0000,2372	0810,6	15	0	000.0	-00,643475	-090,327751	0491,6	0537,5	0834,8	0024,2	0005,4	0004,49
0000,2768	0809,5	15	0	000.0	-00,643628	-090,328072	0491,5	0537,4	0834,2	0024,7	0005,8	0004,25
0000,3163	0808,5	15	0	000.0	-00,643781	-090,328392	0491,4	0537,4	0833,6	0025,1	0006,2	0004,04
0000,3558	0807,5	15	0	000.0	-00,643934	-090,328713	0491,2	0537,3	0833,0	0025,5	0006,6	0003,87
0000,3954	0806,5	15	0	000.0	-00,644087	-090,329033	0491,1	0537,2	0832,4	0025,9	0006,9	0003,73
0000,4349	0805,5	15	0	000.0	-00,644241	-090,329353	0491,0	0537,2	0831,8	0026,3	0007,3	0003,62
0000,4744	0803,3	15	0	000.0	-00,644394	-090,329674	0490,9	0537,1	0831,2	0027,9	0007,6	0003,68
0000,5140	0801,6	15	0	000.0	-00,644547	-090,329994	0490,8	0537,1	0830,6	0029,0	0007,9	0003,67
0000,5535	0800,5	15	0	000.0	-00,644700	-090,330315	0490,6	0537,0	0830,1	0029,6	0008,2	0003,60
0000,5930	0799,5	15	0	000.0	-00,644853	-090,330635	0490,5	0537,0	0829,5	0030,0	0008,5	0003,53
0000,6326	0798,6	15	0	000.0	-00,645006	-090,330956	0490,4	0536,9	0828,9	0030,3	0008,8	0003,45
0000,6721	0797,9	15	0	000.0	-00,645160	-090,331276	0490,3	0536,8	0828,3	0030,4	0009,0	0003,36
0000,7116	0797,3	15	0	000.0	-00,645313	-090,331597	0490,2	0536,8	0827,7	0030,4	0009,3	0003,27
0000,7512	0796,8	15	0	000.0	-00,645466	-090,331917	0490,1	0536,7	0827,1	0030,3	0009,5	0003,18
