Radio Mobile para Windows
Versión 11.6
** Datos del sitio izquierdo **
 Nombre
 Altura de antena (m)
** Datos del sitio de la derecha **
 Nombre
 Altura de antena (m)
** Datos de enlace **
 Frecuencia (GHz)
 Factor de curvatura de la tierra
** Perfil de trayectoria **
 Registros: Distancia(km) Altitud(m) Color(0-15) Altura(m) PérdidaEnlace(dB) [ Latitud(°) Longitud(°) Xmap Ymap AltitudHazRadio(m) Despeje(m) PrimerFresnel(m) Razón ]
Start
Antena_Isla_Floreana
24,000
Antena_volcano_sierr
24,000
2,444500
1,333316759
0000,0000	0317,3	15	0	000.0	-01,282827	-090,434975	0701,1	0466,8	0341,3	0024,0
0000,0441	0316,1	15	0	000.0	-01,282604	-090,435303	0701,0	0466,9	0341,3	0025,2	0002,3	0010,87
0000,0882	0315,0	15	0	000.0	-01,282382	-090,435630	0700,8	0467,0	0341,4	0026,4	0003,3	0008,04
0000,1324	0313,6	15	0	000.0	-01,282159	-090,435958	0700,7	0467,1	0341,4	0027,8	0004,0	0006,92
0000,1765	0312,3	15	0	000.0	-01,281936	-090,436286	0700,6	0467,1	0341,5	0029,2	0004,6	0006,29
0000,2206	0311,0	15	0	000.0	-01,281713	-090,436614	0700,5	0467,2	0341,6	0030,6	0005,2	0005,89
0000,2647	0310,0	15	0	000.0	-01,281490	-090,436942	0700,4	0467,3	0341,6	0031,6	0005,7	0005,56
0000,3089	0309,1	15	0	000.0	-01,281267	-090,437270	0700,2	0467,4	0341,7	0032,6	0006,1	0005,30
0000,3530	0308,4	15	0	000.0	-01,281044	-090,437597	0700,1	0467,5	0341,7	0033,3	0006,6	0005,08
0000,3971	0307,7	15	0	000.0	-01,280821	-090,437925	0700,0	0467,5	0341,8	0034,1	0007,0	0004,90
0000,4412	0306,2	15	0	000.0	-01,280598	-090,438253	0699,9	0467,6	0341,8	0035,6	0007,3	0004,86
0000,4854	0304,6	15	0	000.0	-01,280376	-090,438581	0699,7	0467,7	0341,9	0037,3	0007,7	0004,85
0000,5295	0302,8	15	0	000.0	-01,280153	-090,438909	0699,6	0467,8	0341,9	0039,1	0008,0	0004,87
0000,5736	0301,0	15	0	000.0	-01,279930	-090,439237	0699,5	0467,9	0342,0	0041,0	0008,4	0004,90
0000,6177	0299,0	15	0	000.0	-01,279707	-090,439565	0699,4	0468,0	0342,0	0043,0	0008,7	0004,96
0000,6618	0296,7	15	0	000.0	-01,279484	-090,439892	0699,3	0468,0	0342,1	0045,4	0009,0	0005,06
0000,7060	0294,3	15	0	000.0	-01,279261	-090,440220	0699,1	0468,1	0342,1	0047,8	0009,3	0005,16
0000,7501	0291,7	15	0	000.0	-01,279038	-090,440548	0699,0	0468,2	0342,2	0050,5	0009,5	0005,29
0000,7942	0288,9	15	0	000.0	-01,278815	-090,440876	0698,9	0468,3	0342,2	0053,3	0009,8	0005,43
0000,8383	0286,0	15	0	000.0	-01,278593	-090,441204	0698,8	0468,4	0342,3	0056,3	0010,1	0005,58
0000,8825	0283,1	15	0	000.0	-01,278370	-090,441532	0698,7	0468,5	0342,3	0059,2	0010,3	0005,73
0000,9266	0280,2	15	0	000.0	-01,278147	-090,441859	0698,5	0468,5	0342,4	0062,2	0010,6	0005,87
0000,9707	0277,2	15	0	000.0	-01,277924	-090,442187	0698,4	0468,6	0342,4	0065,2	0010,8	0006,02
0001,0148	0274,2	15	0	000.0	-01,277701	-090,442515	0698,3	0468,7	0342,5	0068,3	0011,1	0006,16
0001,0590	0271,1	15	0	000.0	-01,277478	-090,442843	0698,2	0468,8	0342,6	0071,5	0011,3	0006,31
0001,1031	0268,0	15	0	000.0	-01,277255	-090,443171	0698,0	0468,9	0342,6	0074,6	0011,5	0006,46
0001,1472	0265,4	15	0	000.0	-01,277032	-090,443499	0697,9	0468,9	0342,7	0077,3	0011,8	0006,56
0001,1913	0263,3	15	0	000.0	-01,276810	-090,443827	0697,8	0469,0	0342,7	0079,4	0012,0	0006,62
0001,2354	0261,7	15	0	000.0	-01,276587	-090,444154	0697,7	0469,1	0342,8	0081,1	0012,2	0006,64
0001,2796	0260,2	15	0	000.0	-01,276364	-090,444482	0697,6	0469,2	0342,8	0082,6	0012,4	0006,65
0001,3237	0258,8	15	0	000.0	-01,276141	-090,444810	0697,4	0469,3	0342,9	0084,1	0012,6	0006,66
0001,3678	0257,5	15	0	000.0	-01,275918	-090,445138	0697,3	0469,4	0342,9	0085,4	0012,8	0006,65
0001,4119	0256,4	15	0	000.0	-01,275695	-090,445466	0697,2	0469,4	0343,0	0086,6	0013,0	0006,64
0001,4561	0255,3	15	0	000.0	-01,275472	-090,445794	0697,1	0469,5	0343,1	0087,8	0013,2	0006,63
0001,5002	0254,3	15	0	000.0	-01,275249	-090,446121	0697,0	0469,6	0343,1	0088,8	0013,4	0006,61
0001,5443	0253,1	15	0	000.0	-01,275027	-090,446449	0696,8	0469,7	0343,2	0090,1	0013,6	0006,61
0001,5884	0252,0	15	0	000.0	-01,274804	-090,446777	0696,7	0469,8	0343,2	0091,2	0013,8	0006,60
0001,6326	0250,9	15	0	000.0	-01,274581	-090,447105	0696,6	0469,9	0343,3	0092,4	0014,0	0006,60
0001,6767	0249,9	15	0	000.0	-01,274358	-090,447433	0696,5	0469,9	0343,3	0093,4	0014,2	0006,58
0001,7208	0249,0	15	0	000.0	-01,274135	-090,447761	0696,4	0470,0	0343,4	0094,4	0014,4	0006,57
0001,7649	0248,1	15	0	000.0	-01,273912	-090,448089	0696,2	0470,1	0343,5	0095,4	0014,6	0006,55
0001,8090	0247,1	15	0	000.0	-01,273689	-090,448416	0696,1	0470,2	0343,5	0096,4	0014,7	0006,55
0001,8532	0246,0	15	0	000.0	-01,273466	-090,448744	0696,0	0470,3	0343,6	0097,6	0014,9	0006,55
